Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Frontal Offset Deformable Barrier,Whiplash Rear Impact,AEB City,Lateral Impact,18 months old child,36 months old child,VRU Impact Protection,Crash Test Performance,Safety Features,CRS Installation Check,Speed Assistance,Electronic Stability Control,Seatbelt Reminder,Lane Support,AEB Inter-Urban,Head Impact,Pelvis Impact,Leg Impact,rating,Frontal Full Width,Frontal Impact,Lateral Impact.1,Crash Test Performance based on 6 & 10 year old children,AEB Pedestrian,Safety Pack Name,VRU Impact Mitigation,AEB Cyclist,Rear Impact,Frontal Impact.1,Rescue and Extrication,Occupant Status Monitoring,AEB Car-to-Car,Rescue and Extrication.1,Crash Test Performance based on 6 & 10 year old children.1,Safety Features.1,CRS Installation Check.1,Pedestrian & Cyclist Head,Pelvis,Femur,Knee & Tibia
"AUDI A3 Sportback e-tron 1.4 TFSI + e-Engine 'Ambition', RHD",- 5 door hatchback,2014,1607kg,- applies to all A3 Sportback e-trons of the specificiation tested,Small Family Car,14.7,2.3,0.0,14.2,12,12,24.1,24.0,4.0,10.7,0,3,3.0,1.0,2,18.0,0.1,6.0,5,,,,,,,,,,,,,,,,,,,,,
"BMW 2 Series Active Tourer 1.5 Base, LHD",- 5 door hatchback,2014,1320kg,- applies to all 2 Series of the specification tested,Small Family Car,11.3,2.5,2.1,16.0,12,12,21.7,24.0,6.0,12.0,1.3,3,3.0,0,1.8,14.9,2.0,4.9,5,,,,,,,,,,,,,,,,,,,,,
"Citroën Berlingo 1.6 diesel 'Confort', LHD",- 5 door hatchback,2014,1431kg,- VF7 7J9HP0 EJ713660,Small MPV,11.6,1.8,0.0,8.0,12,9.4,22.8,21.4,3.0,12.0,0,3,2.0,0,0,13.3,3.5,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Toyota Aygo 1 x-play, LHD",- 5 door hatchback,2014,874kg,- applies to all C1s of the specification tested,City and Supermini,12.5,2.6,0.0,15.6,12,10.5,22.5,22.5,5.0,12.0,0,3,3.0,0,0,16.3,0.2,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Citroën C4 CACTUS 1.2 'FEEL', LHD",- 5 door hatchback,2014,965kg,- applies to all C4 Cactus of the specification tested,Small Family Car,14.4,2.7,0.0,14.3,10.3,9.8,29.2,20.2,7.0,12.0,1.3,3,3.0,0,0,17.2,6.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Citroën C-Elysée 1.2 Séduction, LHD",- 4 door saloon,2014,1087kg,- applies to all C-Elysées of the specification tested,Small Family Car,12,1.6,0.0,13.7,11.9,10.2,19.6,22.1,3.0,12.0,0,3,0.0,0,0,13.6,0.0,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Dacia Logan MCV 1.5 diesel Base, LHD",- 5 door wagon,2014,1216kg,- applies to all Logan MCV of the specification tested,Small MPV,8.3,1.1,0.0,12.6,12,9.1,20.0,21.1,4.0,11.8,0,3,2.0,0,0,14.8,0.0,5.2,3,,,,,,,,,,,,,,,,,,,,,
"Ford Mondeo 2.0 diesel 'Trend/Wagon', LHD",- 5 door wagon,2014,1634kg,- applies to all Mondeos of the specification tested,Large Family Car,15.6,2.4,0.0,15.0,12,11.8,23.9,23.8,5.0,11.7,1.7,3,3.0,1.0,0,17.9,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Ford Tourneo Courier 1.5 diesel 'Trend', LHD",-,2014,1329kg,- applies to all Tourneo Couriers of the specification tested,City and Supermini,15,1.8,0.0,15.4,12,10.6,26.9,22.6,7.0,11.8,0,3,3.0,0,0,16.3,4.6,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Hyundai i10 1.0 petrol Comfort, LHD",- 5 door hatchback,2014,933kg,- applies to all Hyundai i10s of the specification tested,City and Supermini,14,1.9,0.0,14.1,12,9.4,25.7,21.4,6.0,12.0,1.3,3,3.0,0,0,16.0,3.7,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Jeep Renegade 1.6 diesel Limited FW, LHD",- 5 door SUV,2014,1390kg,- applies to all Renegades of the specification tested,Small SUV,15.4,2.1,0.0,15.6,12,12,23.6,24.0,6.0,12.0,1.3,3,3.0,0,2.4,16.1,1.5,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Kia Sorento 2.2 diesel GLS, LHD",- 5 door SUV,2014,1843kg,- applies to all Kia Sorentos of the specification tested,Large SUV,15.6,2.6,0.0,16.0,12,10,24.2,22.0,7.0,12.0,2.3,3,3.0,1.0,0,18.3,0.0,5.9,5,,,,,,,,,,,,,,,,,,,,,
"Kia Soul 1.6 diesel EX, LHD",- 5 door hatchback,2014,1386kg,- KNAJP816LF7778250,Small MPV,12.2,2.0,0.0,14.4,12,10.7,21.3,22.7,6.0,12.0,1.3,3,3.0,0,0,15.3,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Soul EV 81.4kW EV 'SX', LHD",- 5 door wagon,2014,1513kg,- applies to all Soul EV's of the specification tested,Small MPV,15.6,2.0,0.0,14.5,12,11.4,21.3,23.4,5.0,12.0,1.3,3,3.0,0,0,15.3,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Land Rover Discovery Sport 2.2 diesel SE, RHD",- 5 door hatchback,2014,1901kg,- applies to all Discovery Sports of the specification tested,Small SUV,14.9,2.2,2.8,15.7,12,11,25.1,23.0,6.0,12.0,1.3,3,3.0,1.0,2.5,19.2,0.0,5.9,5,,,,,,,,,,,,,,,,,,,,,
"Lexus NX 300h 'Executive', LHD",- 5 door SUV,2014,1809kg,- JTJBJRBZ 2009745,Small SUV,14.4,2.4,0.0,14.7,11.8,10.5,25.0,22.2,6.0,12.0,0,3,3.0,0,2.3,18.8,0.1,6.0,5,,,,,,,,,,,,,,,,,,,,,
Mercedes-Benz V-Class 2.2 diesel,- 8 seat van,2014,2205kg,"- all V-Class, Vito (M1) and EQV of the specification tested",Large MPV,15.8,3.7,Pts,14.4,12,12,20.1,24.0,7.0,12.0,1.0,3,2.0,0,0,14.1,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz C-Class C220 'Avantgarde', LHD",- 4 door sedan,2014,1570kg,- C-Class (from VIN WDD2050041F058500) and C-Class Coupé,Large Family Car,15.5,2.1,2.8,14.7,12,8.6,27.7,20.6,9.0,12.0,1.3,3,3.0,0,1.8,21.0,0.8,5.9,5,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz GLA200 CDI 'Urban' 4x2, LHD",- 5 door SUV,2014,1505kg,- WDC1569081J025585,Small SUV,15.4,2.7,3.0,15.7,12,10.1,24.4,22.1,9.0,12.0,0,3,3.0,0,1.8,18.4,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"MG3 1.5VTi-TECH 3Form Sport, RHD",- 5 door hatchback,2014,1150kg,- SDPZ1CBDAED029436,City and Supermini,10.7,1.2,0.0,14.4,12,9.8,21.5,21.8,2.0,11.2,0,3,2.0,0,0,16.4,0.0,5.1,3,,,,,,,,,,,,,,,,,,,,,
"MINI Cooper 1.5 Base, RHD",- 3 door hatchback,2014,1085kg,- applies to all MINI Coopers of the specification tested,City and Supermini,14.6,2.3,0.0,13.2,10.4,11,24.1,21.4,4.0,10.8,1.3,3,3.0,0,0,18.1,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Nissan e-NV200 Evalia Electric Motor Ludo Combi, LHD",- 5 door MPV,2014,1641kg,- applies to all Evalia EV's of the specification tested,Small MPV,12.6,1.3,0.0,14.7,12,11.5,21.7,23.5,4.0,11.7,0.0,3,2.0,0,0,14.5,1.9,5.2,3,,,,,,,,,,,,,,,,,,,,,
"Nissan Pulsar 1.2 Acenta, LHD",- 5 door hatchback,2014,1262kg,- applies to all Pulsars of the specification tested,Small Family Car,14.4,2.2,0.0,15.4,12,11.9,27.4,23.9,4.0,12.0,1.3,3,3.0,0,1.6,15.8,5.5,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Nissan Qashqai 1.5dCi Acenta, LHD",- 5 door hatchback,2014,1388kg,- applies to all Nissan Qashqais of the specification tested,Small Family Car,15.6,2.5,0.0,15.7,12,10.8,24.9,22.8,6.0,12.0,1.7,3,3.0,1.0,1.7,15.8,3.1,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Nissan X Trail 1.6 diesel Acenta, LHD",- 5 door SUV,2014,1234kg,- applies to all X Trails of the specification tested,Small SUV,14.7,2.1,0.0,15.9,12,10.7,27.3,22.7,6.0,12.0,1.7,3,2.6,1.0,1.6,15.4,5.8,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Opel/Vauxhall Corsa 1.4 'Enjoy', LHD",- 5 door hatchback,2014,1113kg,- applies to all Corsas of the specification tested,City and Supermini,14.5,1.4,0.0,14.4,12,8.7,25.6,20.7,6.0,11.3,1.3,3,3.0,0,0,14.3,5.3,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Toyota Aygo 1 x-play, LHD",- 5 door hatchback,2014,874kg,- applies to all 108s of the specification tested,City and Supermini,12.5,2.6,0.0,15.6,12,10.5,22.5,22.5,5.0,12.0,0,3,3.0,0,0,16.3,0.2,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Citroën C-Elysée 1.2 Séduction, LHD",- 4 door sedan,2014,1044kg,- applies to all Peugeot 301s of the specification listed,Small Family Car,12,1.6,0.0,13.7,11.9,10.2,19.6,22.1,3.0,12.0,0,3,0.0,0,0,13.6,0.0,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Citroën Berlingo 1.6 diesel 'Confort', LHD",- 5 door hatchback,2014,1431kg,- from VF37J9HP0EJ725408,Small MPV,11.6,1.8,0.0,8.0,12,9.4,22.8,21.4,3.0,12.0,0,3,2.0,0,0,13.3,3.5,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Porsche Macan 2.0 TFSI , RHD",- 5 door SUV,2014,1770kg,- WP1 ZZZ 95 Z FL B1 4222,Small SUV,15.4,2.7,0.0,15.5,12,12,21.6,24.0,7.0,12.0,1.7,3,3.0,1.0,0,15.6,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Renault Mégane Hatch 1.5dCi 'Life', LHD",- 5 door hatchback,2014,1299kg,- VF1BZ140650973678,Small Family Car,15.8,1.4,0.0,14.6,12,11.2,21.9,23.2,3.0,12.0,1.3,3,2.0,0,0,14.2,1.8,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Renault Mégane Hatch 1.5dCi 'Life', LHD",- 5 door hatchback,2014,1299kg,- VF1 BZM402 52100376,Small Family Car,15.8,1.4,0.0,14.6,12,11.2,21.7,23.2,3.0,12.0,1.3,3,3.0,0,0,14.2,1.6,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Renault Twingo 1.0 'E2', LHD",- 5 door hatchback,2014,945kg,- applies to all Twingos of the specification tested,City and Supermini,14.5,1.7,0.0,13.7,12,10,24.5,22.0,6.0,12.0,1.3,3,3.0,0.0,0,15.3,3.2,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Skoda Fabia 1.2 TSI 'Ambition', LHD",- 5 door hatchback,2014,1083kg,- applies to all Skoda Fabias of the specification tested,City and Supermini,13.7,1.8,0.0,15.3,12,10.3,25.0,22.3,6.0,11.7,1.3,3,3.0,0,1.7,14.6,4.4,6.0,5,,,,,,,,,,,,,,,,,,,,,
"smart forfour 999cc petrol 'passion', LHD",- 5 door hatchback,2014,975kg,- all smart forfours including EQ electric variant,City and Supermini,13.6,2.5,0.0,13.8,12,8.1,23.6,20.1,6.0,12.0,1.3,3,3.0,0,0,15.2,2.4,6.0,4,,,,,,,,,,,,,,,,,,,,,
"smart fortwo 999cc petrol 'passion', LHD",- 2 door hatchback,2014,885kg,"- smart fortwos, including cabrios and 'ed' variant, with safety specification tested",City and Supermini,14.7,2.6,0.0,14.0,,,20.5,,5.0,12.0,1.3,3,3.0,0,0,13.3,1.2,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Subaru Outback 2.0 diesel 'EyeSight', LHD",- 5 door wagon,2014,1682kg,- applies to all Outbacks of the specification tested,Large Family Car,14.5,2.6,0.0,15.3,12,10.8,25.3,22.8,8.0,12.0,0,3,3.0,1.0,2.5,18.9,0.4,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Suzuki Celerio 1.0 petrol GL, LHD",- 5 door hatchback,2014,823kg,- applies to all Celerios of the specification tested,City and Supermini,13.6,1.6,0.0,8.0,12,7.4,24.8,19.4,5.0,12.0,0,3,2.0,0,0,18.1,0.8,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Model S 85kWh electric drivetrain, LHD",- 4 door saloon,2014,2100kg,- 5YJSA7H1XEFPXXXXX,Executive Car,14.4,2.7,0.0,14.3,12,12,23.8,24.0,3.0,10.8,2.3,3,3.0,1.0,0,13.9,4.1,5.8,5,,,,,,,,,,,,,,,,,,,,,
"Toyota Aygo 1 x-play, LHD",- 5 door hatchback,2014,874kg,- applies to all Aygos of the specification tested,City and Supermini,12.5,2.6,0.0,15.6,12,10.5,22.5,22.5,5.0,12.0,0,3,3.0,0,0,16.3,0.2,6.0,4,,,,,,,,,,,,,,,,,,,,,
"VW Golf Sportsvan 1.6 TDI Comfortline, LHD",- 5 door MPV,2014,1474kg,- applies to all Golf Sportsvans of the specification,Small MPV,15.8,2.3,0.0,15.0,12,10.8,22.4,22.8,7.0,12.0,1.3,3,3.0,0,2.2,16.4,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"VW Passat 2.0 TDI 'Comfortline', LHD",- 5 door hatchback,2014,1465kg,- applies to all Passats of the specification tested,Large Family Car,14.9,2.3,0.0,15.4,12,11.9,23.8,23.9,7.0,12.0,1.3,3,3.0,0,2.7,15.3,2.6,6.0,5,,,,,,,,,,,,,,,,,,,,,
"BMW i3 standard trim, LHD",- 5 door hatchback,2013,1250kg,- applies to all i3s of the specification tested,Small Family Car,13.6,2.8,,14.6,12,12,20.8,24.0,4.0,12.0,0,3,2.0,0,0,14.8,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Chevrolet Trax 1.7 diesel 'LT', LHD",- 5 door hatchback,2013,1433kg,- applies to all Trax of the specification tested,Small Family Car,15.2,3.2,,15.7,12,10.8,23.1,22.8,7.0,12.0,1.3,3,3.0,0,0,17.1,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Citroen C4 Picasso DV6 Confort, LHD",- 5 door MPV,2013,1405kg,- applies to all C4 Picassos of the specification tested,Small MPV,13.5,3.1,,14.5,11.5,12,24.6,23.5,8.0,12.0,1.3,3,3.0,0,0,15.3,3.3,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Dacia Sandero 1.2 base, LHD",- 5 door hatchback,2013,980kg,- from UU15SDGG548819069,City and Supermini,12.8,2.1,,13.9,12,10.4,20.8,22.4,5.0,11.8,0,3,2.0,0,0,14.8,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Ford EcoSport Titanium, LHD",- 5 door hatchback,2013,1350kg,- applies to all EcoSports of the specification tested,Small Family Car,15.1,3.1,,15.5,12,10,21.1,22.0,4.0,12.0,0,3,2.0,0,0,14.7,0.4,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Ford Tourneo Connect 1.6 'Trend', LHD",- 5 door MPV,2013,1612kg,- applies to all Tourneo Connects of the specification tested,Small MPV,15.5,3.1,,15.4,12,11.9,22.5,23.9,6.0,12.0,1.3,3,2.0,0,0,16.2,0.3,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Honda CR-V 2.2 diesel SE, RHD",- 5 door hatchback,2013,1653kg,- applies to all CR-V's of the specification tested,Small SUV,14.9,3.4,,15.2,12,11.8,24.7,23.8,4.0,8.8,0,3,3.0,0,0,15.8,2.9,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Infiniti Q50 2.2d 'Premium', LHD",- 4 door saloon,2013,1723kg,- applies to all Q50s of the specification tested,Executive Car,14.8,3.1,,13.3,12,12,24.2,24.0,6.0,12.0,1.3,3,3.0,0,0,19.1,0.0,5.1,5,,,,,,,,,,,,,,,,,,,,,
"Jeep Cherokee 2.0 diesel 'Longitude', LHD",- 5 door SUV,2013,1788kg,- applies to all Cherokees of the specification tested,Small SUV,15.2,2.5,,15.5,12,12,24.5,24.0,3.0,12.0,0.7,3,3.0,0,0,16.9,1.6,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Kia Carens 1.7 diesel EX, LHD",- 5 door MPV,2013,1555kg,- applies to all Carens of the specification tested,Small MPV,15.2,3.6,,15.2,12,6.5,23.2,18.5,7.0,12.0,1.3,3,3.0,0,0,15.4,1.7,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Maserati Ghibli Diesel, 3.0 TDS, LHD",- 5 door saloon,2013,1875kg,- applies to all Ghiblis of the specification tested,Executive Car,15.5,2.9,,15.9,12,12,26.8,24.0,3.0,12.0,1.3,3,3.0,0,0,14.8,6.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mazda 3 2.0 Core, LHD",- 5 door hatchback,2013,1111kg,- applies to all Mazda 3s of the specification tested,Small Family Car,15.4,3.7,,14.6,12,11.6,23.7,23.6,7.0,11.8,1.3,3,3.0,0,0,17.1,0.5,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mazda 6, 2.2DE Wagon, 'Core' grade, LHD",- 5 door wagon,2013,1420kg,- from JMZGJ622621142289,Large Family Car,14.4,3.6,,15.4,12,7.9,23.8,19.9,7.0,11.0,1.3,3,3.0,0,0,17.8,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
Mercedes-Benz CLA 200 Urban,- 4 door coupé,2013,1430kg,- all CLA-Class and CLA Shooting Brake of the specification tested,Small Family Car,15.2,3.3,,14.5,12,9.8,27.0,21.8,4.0,11.0,1.3,3,3.0,0,0,17.0,4.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mitsubishi Outlander PHEV, 2.0 petrol plug-in hybrid 'Intense+', LHD",- 5 door SUV,2013,1810kg,- applies to all Outlander PHEV's of the specification tested,Small SUV,13.7,3.3,,14.9,12,10.3,23.1,22.3,7.0,12.0,1.3,3,3.0,0,0,17.1,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mitsubishi Mirage 1.2, RHD",- 5 door hatchback,2013,860kg,- Cars from 1st September 2013,City and Supermini,14.1,3.0,,15.5,10.8,11.8,26.3,22.6,3.0,9.8,0,3,2.0,0,0,16.5,3.8,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Nissan Evalia 1.5dCi Full Trim, LHD",- 5 door MPV,2013,1426kg,- TBC,Small MPV,9.1,1.8,,13.7,12,12,24.2,24.0,4.0,11.8,0,3,2.0,0,0,14.4,5.0,4.8,3,,,,,,,,,,,,,,,,,,,,,
"Nissan Note 1.2 'Acenta', LHD",- 5 door hatchback,2013,1052kg,- applies to all Nissan Notes of the specification tested,City and Supermini,13,2.6,,15.4,12,11.6,21.0,23.6,5.0,12.0,1.3,3,2.0,0,0,15.0,0.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Opel Adam 1.4 JAM, LHD",- 3 door hatchback,2013,1067kg,- from W0L0MAP08E6000067,City and Supermini,14.5,2.5,,14.5,11.2,9.7,23.6,20.9,5.0,9.5,1.3,3,3.0,0,0,13.6,4.0,6.0,4,,,,,,,,,,,,,,,,,,,,,
"Peugeot 2008 1.2 Vti 'Active', LHD",- 5 door hatchback,2013,1111kg,- applies to all 2008s of the specification tested,City and Supermini,14.2,2.7,,14.9,11.7,10.5,26.2,22.2,4.0,12.0,1.3,3,2.0,0,0,16.0,4.2,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Peugeot 308 1.6 diesel, Level 2, LHD",- 5 door hatchback,2013,1327kg,- applies to all 308s of the specification tested,Small Family Car,14.8,3.3,,15.1,11.2,8.9,23.4,20.1,7.0,12.0,1.3,3,3.0,0,0,12.2,5.2,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Qoros 3 Sedan 1.6T 'Elegance', LHD",- 5 door hatchback,2013,1425kg,- applies to all Qoros 3 Sedans of the specification tested,Small Family Car,15.8,3.2,,15.4,12,12,27.8,24.0,7.0,12.0,1.3,3,3.0,0,0,17.8,4.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Renault CAPTUR 1.0 'Zen', LHD",- 5 door hatchback,2013,1180kg,- applies to all CAPTURs of the specification tested,City and Supermini,15.8,2.8,,13.2,12,8,22.1,20.0,7.0,12.0,1.3,3,3.0,0,0,13.4,2.7,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Renault ZOE, LHD",- 5 door hatchback,2013,1468kg,- applies to all ZOEs of the specification tested,City and Supermini,15.6,2.9,,13.8,12,8.8,24.1,20.8,7.0,11.7,1.7,3,3.0,0,0,14.2,3.9,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Skoda Octavia 1.6 'Ambition', LHD",- 5 door hatchback,2013,1276kg,- from TMBBG7NE8D0040380,Large Family Car,15.9,3.4,,14.4,12,11.4,24.1,23.4,7.0,12.0,0,3,3.0,0,0,16.5,1.6,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Suzuki SX4 1.6 GL+, LHD",- 5 door hatchback,2013,1125kg,"- all Suzuki SX4's of the specification tested, including 2015 'Special Edition'",Small Family Car,14.3,3.5,,15.6,12,10.2,26.2,22.2,6.0,11.4,1.3,3,3.0,0,0,20.2,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Toyota Auris 1.6 mid grade, RHD",- 5 door hatchback,2013,1300kg,- applies to all Auris of the specification tested,Small Family Car,15,3.3,,15.0,12,11.6,24.8,23.6,6.0,12.0,0,3,3.0,0,0,16.8,2.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Toyota Corolla, 1.6 Mid grade, LHD",- 4 door saloon,2013,1290kg,- applies to all Corollas of the specification tested,Small Family Car,15.1,3.4,,15.4,12,11.3,24.2,23.3,6.0,11.0,0,3,3.0,0,0,16.4,1.8,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Toyota RAV4, 2.2 diesel, mid grade, LHD",- 5 door SUV,2013,1680kg,- applies to all RAV4's of the specification tested,Small SUV,13.6,3.1,,15.6,11.9,11.6,24.0,23.5,6.0,11.0,0,3,3.0,0,0,18.0,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Volkswagen T5 Transporter Kombi, RHD",- Van,2013,1880kg,- all VW T5 Transporters of the specification tested,Large MPV,11.9,2.0,,14.6,9.5,12,9.8,21.5,3.0,12.0,0,3,1.0,0,0,9.8,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz CITAN Kombi, 109 Blue Efficiency 'High' grade",- Small MPV,2013,1460kg,- WDF4157031U129453,Small MPV,11.5,2.6,,14.7,12,12,20.4,24.0,4.0,12.0,1.3,3,0,0,0,14.0,0.5,5.9,4,,,,,,,,,,,,,,,,,,,,,
"Lexus IS 300h 2.5 Hybrid Drive, 'Executive Plus', RHD",- 4 door saloon,2013,1670kg,- applies to all IS 300h of the specification tested,Large Family Car,14,3.5,,15.5,12,12,28.9,24.0,6.0,12.0,0.0,3,3.0,0,0,16.9,6.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz CITAN Kombi, 109 Blue Efficiency 'High' grade, RHD",- Small MPV,2013,1460kg,- WDF4157031U119604,Small MPV,11.5,2.6,,12.5,12,12,20.4,24.0,3.0,7.1,0.0,3,0,0,0,14.0,0.5,5.9,3,,,,,,,,,,,,,,,,,,,,,
"Audi A3 1.4 'Attraction', LHD",- 3 door hatchback,2012,1235kg,- applies to all A3s of the specification tested,Small Family Car,15.4,3.2,,15.6,11.6,11.8,26.6,23.5,7.0,12.0,0,3,3.0,0,0,19.6,1.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"BMW 116, LHD",- 5 door hatchback,2012,1365kg,- applies to all BMW 1 Series of the specification tested,Small Family Car,15.4,3.0,,14.4,11.8,12,22.6,23.8,5.0,12.0,0,3,3.0,0,0,16.6,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"BMW 320d, LHD",- 4 door saloon,2012,1495kg,- applies to all BMW 3 series of the specification tested,Small Family Car,15.8,3.1,,15.4,12,11.9,27.9,23.9,5.0,12.0,0,3,3.0,0,0,15.9,6.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"BMW X1 2.0 diesel, LHD",- 5 door SUV,2012,1490kg,- applies to all X1s of the specification tested,Small SUV,14,2.5,,15.0,12,11.1,22.9,23.1,7.0,12.0,0,3,2.0,0,0,16.9,0.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Toyota Aygo 1.0 High Grade, LHD",- 5 door hatchback,2012,845kg,- see comments,City and Supermini,10.8,1.1,,12.8,8.6,12,19.2,20.6,3.0,12.0,0,3,0,0,0,13.2,0.0,6.0,3,,,,,,,,,,,,,,,,,,,,,
"FIAT Scudo 2.0 diesel, Combi, LHD",- 8/9 seater van,2012,1900kg,- all Jumpys of the specification tested,Large MPV,13.4,0.5,,7.4,12,12,7.8,24.0,6.0,12.0,1.0,,1.0,0,0,7.8,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,
"Dacia Lodgy 1.5 dCi ""Laureate""",- 5 door MPV,2012,1233kg,- applies to all Lodgys of the specification tested,Small MPV,10.7,1.5,,13.7,9.4,10.3,15.9,19.7,6.0,12.0,0,,2.0,0,0,9.9,0.0,6.0,3,,,,,,,,,,,,,,,,,,,,,
"Fiat 500L 1.4 petrol 'Easy' 4×2, LHD",- 5 door hatchback,2012,1245kg,- applies to all 500L's of the specification tested,Small MPV,15.7,2.3,,15.7,11.9,9.1,23.4,21.0,5.0,12.0,0,3,2.0,0,0,15.0,2.5,6.0,5,,,,,,,,,,,,,,,,,,,,,
"FIAT Scudo 2.0 diesel, Combi, LHD",- 8/9 seater van,2012,1900kg,- all Scudos of the specification tested,Large MPV,13.4,0.5,,7.4,12,12,7.8,24.0,6.0,12.0,1.0,,1.0,0,0,7.8,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,
"Ford B-MAX 1.5 diesel 'Trend', LHD",- 5 door hatchback,2012,1357kg,- applies to all B-MAX of the specification tested,Small MPV,14.7,3.2,,15.0,9.2,12,24.0,21.2,8.0,12.0,0,3,2.0,0,0,15.0,3.0,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Ford Fiesta 1.25 petrol 'Trend', LHD",- 5 door hatchback,2012,1100kg,- applies to all Fiestas of the specification tested,City and Supermini,14.9,3.1,,15.0,11.4,11.6,23.3,23.0,7.0,12.0,0,3,2.0,0,0,12.2,5.1,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Ford Focus 1.6 TDCI 'Trend', LHD",- 5 door hatchback,2012,1344kg,- applies to all Focuses of the specification tested,Small Family Car,15,3.3,,14.8,12,12,26.0,24.0,4.0,12.0,0,3,2.0,0,0,16.0,6.0,4.0,5,,,,,,,,,,,,,,,,,,,,,
"Ford Kuga 2.0 diesel 'Trend', LHD",- 5 door SUV,2012,1665kg,- applies to all Kuga of the specification tested,Small SUV,15.3,3.2,,15.3,12,12,25.1,24.0,6.0,12.0,1.0,3,3.0,0,0,15.4,3.7,6.0,5,,,,,,,,,,,,,,,,,,,,,
"Ford Transit Custom, 2.2 diesel 'Trend' Kombi, LHD",- 8/9 seater van,2012,2091kg,"- all Transit and Tourneo Customs, including PHEV, with the safety specification tested",Large MPV,12.8,2.4,,15.1,12,12,14.3,24.0,8.0,12.0,1.0,3,1.0,0,0,12.0,0.0,2.3,5,,,,,,,,,,,,,,,,,,,,,
